task_id,department,task,latitude,longitude,start_time,end_time,inventory_used,inventory_count,task_type,task_status,task_description,optimization_suggestion,similar_tasks
332,Health,Presentation,24.772087,136.263234,13-04-2024 15:37,13-04-2024 20:37,Laptop,4,Training,Planned,Report generation for annual review,Reallocate resources,"[88, 113, 211]"
333,Finance,Training,22.178113,3.889767,15-02-2024 20:48,15-02-2024 23:48,Whiteboard,8,Report,Planned,Meeting to discuss quarterly budget,Reschedule task 194,[194]
334,Health,Training,4.088042,147.36212,25-11-2023 01:50,25-11-2023 08:50,Projector,10,Construction,Completed,Report generation for annual review,None,[]
335,Education,Presentation,45.428967,-146.451612,07-02-2024 18:03,07-02-2024 21:03,Scanner,9,Construction,Planned,Report generation for annual review,Reschedule task 23,"[190, 23, 272]"
336,Education,Maintenance,16.028656,86.901855,29-08-2024 20:16,29-08-2024 22:16,Printer,3,Administrative,Ongoing,Training on new software,None,[]
337,Agriculture,Presentation,67.817936,-32.887186,26-12-2023 19:20,26-12-2023 23:20,Laptop,1,Report,Planned,Meeting to discuss quarterly budget,None,[]
338,Agriculture,Training,33.798013,-66.275383,28-08-2024 16:33,28-08-2024 22:33,Laptop,3,Training,Planned,Presentation preparation for stakeholders,Reschedule task 275,"[134, 275]"
339,Education,Maintenance,88.523761,-36.916507,19-06-2024 10:38,19-06-2024 14:38,Printer,9,Report,Ongoing,Training on new software,Reschedule task 285,"[287, 285]"
340,Agriculture,Maintenance,49.355007,-36.673289,05-01-2024 07:35,05-01-2024 10:35,Laptop,4,Training,Planned,Training on new software,None,[]
341,Education,Presentation,-17.899037,-58.162375,07-05-2024 21:26,07-05-2024 22:26,Projector,7,Construction,Completed,Training on new software,Merge with task 308,"[308, 223, 46]"
342,Health,Meeting,19.625195,80.818097,05-05-2024 11:32,05-05-2024 18:32,Scanner,9,Administrative,Planned,Presentation preparation for stakeholders,None,[]
343,Education,Report,-10.985031,-107.385393,08-12-2023 00:48,08-12-2023 05:48,Projector,1,Report,Planned,Presentation preparation for stakeholders,Merge with task 315,[315]
344,Education,Training,27.903441,171.232524,22-10-2023 02:48,22-10-2023 04:48,Whiteboard,7,Administrative,Planned,Report generation for annual review,Merge with task 266,"[301, 103, 266]"
345,Agriculture,Meeting,8.926678,81.409935,06-02-2024 03:14,06-02-2024 09:14,Whiteboard,5,Maintenance,Planned,Training on new software,Merge with task 295,"[207, 295, 3]"
346,Education,Meeting,10.553528,1.1409,16-03-2024 00:28,16-03-2024 06:28,Laptop,9,Administrative,Planned,Presentation preparation for stakeholders,Reallocate resources,"[227, 194]"
347,Health,Maintenance,83.022971,-14.814565,02-11-2023 22:38,03-11-2023 06:38,Scanner,1,Training,Completed,Maintenance of office equipment,None,[]
348,Finance,Training,31.844336,-97.22515,05-09-2024 06:19,05-09-2024 12:19,Printer,6,Report,Planned,Meeting to discuss quarterly budget,Merge with task 148,"[128, 148]"
349,Agriculture,Presentation,77.651323,-8.440037,28-06-2024 00:13,28-06-2024 06:13,Projector,10,Administrative,Completed,Training on new software,None,"[103, 121, 124]"
350,Education,Training,-53.502019,-90.109644,02-04-2024 02:38,02-04-2024 08:38,Projector,2,Construction,Completed,Report generation for annual review,None,[]
351,Finance,Meeting,62.641907,-46.369247,12-01-2024 18:23,13-01-2024 00:23,Printer,10,Administrative,Ongoing,Training on new software,None,"[204, 114]"
352,Finance,Meeting,4.63238,-27.656688,12-02-2024 12:50,12-02-2024 13:50,Scanner,6,Training,Planned,Training on new software,Reschedule task 62,"[62, 266, 236]"
353,Transport,Training,-21.702959,-143.730783,17-04-2024 02:36,17-04-2024 08:36,Scanner,5,Maintenance,Planned,Maintenance of office equipment,Reschedule task 138,[138]
354,Health,Training,-0.221397,-104.208306,30-10-2023 22:40,31-10-2023 04:40,Whiteboard,7,Administrative,Ongoing,Training on new software,Reallocate resources,[295]
355,Transport,Maintenance,54.735765,19.922417,28-11-2023 11:34,28-11-2023 18:34,Projector,3,Maintenance,Ongoing,Meeting to discuss quarterly budget,Reschedule task 216,[216]
356,Health,Maintenance,-44.824674,129.060714,19-03-2024 12:16,19-03-2024 13:16,Printer,2,Maintenance,Completed,Training on new software,Merge with task 323,"[244, 323]"
357,Transport,Maintenance,-25.144816,20.696936,15-03-2024 03:25,15-03-2024 08:25,Whiteboard,1,Training,Completed,Maintenance of office equipment,Reallocate resources,[296]
358,Health,Training,86.287164,-77.540857,30-12-2023 09:01,30-12-2023 15:01,Scanner,8,Training,Completed,Report generation for annual review,None,"[238, 324]"
359,Transport,Maintenance,-14.073032,40.43165,13-12-2023 06:26,13-12-2023 13:26,Laptop,2,Maintenance,Ongoing,Training on new software,Merge with task 335,"[163, 335]"
360,Transport,Report,-41.175342,-19.83658,11-10-2023 04:56,11-10-2023 10:56,Scanner,9,Training,Ongoing,Training on new software,Merge with task 12,[12]
361,Finance,Meeting,-52.097132,-37.06359,23-05-2024 08:44,23-05-2024 10:44,Laptop,8,Report,Completed,Meeting to discuss quarterly budget,Merge with task 269,"[269, 43, 54]"
362,Health,Report,-34.313282,-90.937253,11-06-2024 13:40,11-06-2024 18:40,Printer,3,Maintenance,Planned,Training on new software,None,[]
363,Education,Maintenance,64.866387,-62.927526,11-04-2024 16:11,12-04-2024 00:11,Printer,9,Administrative,Planned,Report generation for annual review,Reallocate resources,[358]
364,Transport,Presentation,-7.822184,89.608177,13-03-2024 17:45,14-03-2024 00:45,Scanner,9,Administrative,Ongoing,Report generation for annual review,Reschedule task 46,[46]
365,Agriculture,Maintenance,-61.970843,-176.199905,16-11-2023 20:12,16-11-2023 23:12,Whiteboard,5,Training,Planned,Meeting to discuss quarterly budget,None,"[245, 154, 5]"
366,Agriculture,Presentation,-48.381229,-177.401525,03-01-2024 13:28,03-01-2024 19:28,Projector,7,Report,Ongoing,Report generation for annual review,None,[84]
367,Health,Report,-50.293363,-151.484496,03-12-2023 10:36,03-12-2023 14:36,Scanner,10,Administrative,Ongoing,Presentation preparation for stakeholders,None,"[212, 97]"
368,Agriculture,Training,-37.872846,49.281375,09-11-2023 12:30,09-11-2023 20:30,Whiteboard,10,Training,Completed,Maintenance of office equipment,None,[]
369,Transport,Meeting,84.548919,-172.032881,24-03-2024 05:21,24-03-2024 07:21,Whiteboard,5,Maintenance,Planned,Report generation for annual review,None,[]
370,Education,Meeting,-62.876935,-2.311361,29-12-2023 19:33,30-12-2023 01:33,Printer,5,Training,Ongoing,Report generation for annual review,None,[]
371,Education,Meeting,61.838334,162.591855,09-04-2024 06:35,09-04-2024 07:35,Whiteboard,7,Construction,Planned,Report generation for annual review,None,[99]
372,Health,Report,59.085369,-136.09384,02-06-2024 15:58,02-06-2024 19:58,Printer,8,Maintenance,Planned,Meeting to discuss quarterly budget,None,[236]
373,Transport,Presentation,29.881419,-104.959032,10-10-2023 09:53,10-10-2023 16:53,Whiteboard,6,Maintenance,Planned,Meeting to discuss quarterly budget,None,[]
374,Finance,Report,24.933602,-108.459493,28-10-2023 06:32,28-10-2023 07:32,Projector,2,Maintenance,Planned,Report generation for annual review,None,"[8, 86]"
375,Education,Meeting,-18.754506,-92.48784,29-09-2023 11:18,29-09-2023 12:18,Scanner,8,Report,Completed,Maintenance of office equipment,None,[]
376,Transport,Training,-0.014543,66.940072,22-11-2023 06:02,22-11-2023 12:02,Laptop,1,Administrative,Planned,Training on new software,None,[]
377,Finance,Report,-48.118566,173.403256,26-03-2024 22:34,27-03-2024 04:34,Printer,4,Construction,Planned,Report generation for annual review,Merge with task 371,"[371, 69]"
378,Transport,Report,10.624462,15.384268,29-06-2024 15:36,29-06-2024 23:36,Projector,10,Maintenance,Planned,Maintenance of office equipment,Merge with task 375,"[375, 240]"
379,Finance,Presentation,-62.095414,-73.557842,07-06-2024 12:57,07-06-2024 17:57,Scanner,6,Training,Completed,Presentation preparation for stakeholders,Reallocate resources,"[376, 95, 10]"
380,Education,Presentation,-47.01842,79.561283,25-06-2024 20:10,26-06-2024 03:10,Projector,9,Training,Planned,Training on new software,Reallocate resources,"[166, 210]"
381,Finance,Meeting,4.176097,-155.995256,24-03-2024 11:58,24-03-2024 14:58,Projector,1,Maintenance,Completed,Report generation for annual review,Merge with task 51,[51]
382,Agriculture,Presentation,22.314687,32.508328,16-09-2023 07:05,16-09-2023 08:05,Whiteboard,4,Report,Planned,Meeting to discuss quarterly budget,None,[]
383,Agriculture,Report,77.112669,119.547971,16-12-2023 13:50,16-12-2023 21:50,Laptop,6,Report,Planned,Report generation for annual review,None,"[363, 30]"
384,Finance,Presentation,-82.682433,-154.660273,12-10-2023 20:39,13-10-2023 01:39,Laptop,4,Report,Completed,Meeting to discuss quarterly budget,Reschedule task 273,[273]
385,Transport,Training,12.60498,161.101204,03-12-2023 11:01,03-12-2023 18:01,Laptop,10,Administrative,Planned,Report generation for annual review,Reallocate resources,"[54, 86, 93]"
386,Health,Maintenance,28.355739,12.204172,04-06-2024 09:12,04-06-2024 17:12,Whiteboard,6,Report,Ongoing,Maintenance of office equipment,Reschedule task 325,"[325, 221, 372]"
387,Transport,Presentation,-51.492936,95.654959,04-11-2023 06:11,04-11-2023 11:11,Whiteboard,8,Training,Ongoing,Meeting to discuss quarterly budget,None,[]
388,Finance,Presentation,-87.065559,-131.369145,15-01-2024 02:31,15-01-2024 07:31,Laptop,5,Maintenance,Completed,Maintenance of office equipment,None,[]
389,Finance,Presentation,2.028868,25.440554,09-06-2024 10:58,09-06-2024 13:58,Laptop,1,Training,Ongoing,Training on new software,Reschedule task 136,[136]
390,Transport,Maintenance,55.993363,-146.914156,25-01-2024 15:09,25-01-2024 22:09,Scanner,4,Construction,Planned,Maintenance of office equipment,None,"[89, 250, 354]"
391,Agriculture,Presentation,25.605832,-166.546225,15-03-2024 23:15,16-03-2024 06:15,Laptop,1,Administrative,Ongoing,Report generation for annual review,Reallocate resources,"[62, 117, 383]"
392,Finance,Meeting,24.099679,47.589703,04-11-2023 10:21,04-11-2023 11:21,Whiteboard,9,Construction,Ongoing,Presentation preparation for stakeholders,Reallocate resources,[168]
393,Transport,Training,-80.906433,83.368286,21-08-2024 16:23,21-08-2024 23:23,Printer,10,Report,Planned,Meeting to discuss quarterly budget,Merge with task 222,[222]
394,Transport,Training,-29.489728,-8.692324,21-06-2024 20:17,21-06-2024 21:17,Scanner,7,Administrative,Completed,Report generation for annual review,Merge with task 391,"[358, 67, 391]"
395,Transport,Report,-18.842615,25.679046,23-05-2024 01:03,23-05-2024 05:03,Projector,2,Administrative,Ongoing,Maintenance of office equipment,None,[]
396,Health,Report,-13.762692,-54.609172,01-03-2024 17:38,01-03-2024 23:38,Whiteboard,10,Construction,Ongoing,Training on new software,Reallocate resources,"[316, 227]"
397,Agriculture,Meeting,76.358377,-95.943745,11-10-2023 16:54,11-10-2023 22:54,Projector,2,Construction,Planned,Meeting to discuss quarterly budget,None,[318]
398,Education,Meeting,-28.211153,109.541079,25-11-2023 21:00,26-11-2023 02:00,Printer,8,Construction,Ongoing,Training on new software,Reallocate resources,[105]
399,Transport,Presentation,-3.055261,82.77249,06-09-2024 19:39,06-09-2024 22:39,Laptop,7,Report,Planned,Presentation preparation for stakeholders,None,[]
400,Finance,Training,-79.180191,-107.749419,05-06-2024 08:14,05-06-2024 13:14,Laptop,8,Construction,Completed,Report generation for annual review,Reschedule task 340,"[340, 338]"
401,Transport,Maintenance,66.13388,53.788012,09-03-2024 13:22,09-03-2024 17:22,Printer,9,Construction,Ongoing,Report generation for annual review,None,[]
402,Health,Training,0.117148,-15.124946,30-04-2024 03:11,30-04-2024 04:11,Laptop,4,Report,Ongoing,Maintenance of office equipment,Merge with task 81,"[202, 382, 81]"
403,Health,Maintenance,22.541575,-94.966284,26-08-2024 02:26,26-08-2024 07:26,Laptop,5,Training,Completed,Presentation preparation for stakeholders,Reschedule task 78,"[116, 78]"
404,Education,Meeting,41.38014,7.458424,19-10-2023 13:17,19-10-2023 17:17,Printer,4,Report,Completed,Report generation for annual review,Reschedule task 310,"[310, 169]"
405,Agriculture,Training,14.585526,66.257509,13-05-2024 19:38,13-05-2024 23:38,Projector,5,Report,Completed,Report generation for annual review,None,[336]
406,Finance,Maintenance,-77.793473,11.866157,15-01-2024 07:58,15-01-2024 09:58,Projector,6,Maintenance,Planned,Meeting to discuss quarterly budget,Reschedule task 211,"[212, 211]"
407,Finance,Training,-70.781142,-113.491261,19-12-2023 11:44,19-12-2023 16:44,Scanner,10,Report,Completed,Presentation preparation for stakeholders,Reallocate resources,[119]
408,Transport,Meeting,33.865431,-8.423201,12-07-2024 20:40,13-07-2024 04:40,Whiteboard,3,Training,Ongoing,Report generation for annual review,Merge with task 84,[84]
409,Agriculture,Meeting,76.578315,162.071295,15-05-2024 09:53,15-05-2024 13:53,Projector,4,Construction,Completed,Report generation for annual review,None,"[353, 167, 235]"
410,Transport,Report,49.718649,38.854785,09-03-2024 09:11,09-03-2024 16:11,Whiteboard,7,Report,Planned,Presentation preparation for stakeholders,None,[]
411,Transport,Meeting,-8.710273,117.723637,25-12-2023 23:47,26-12-2023 00:47,Projector,9,Report,Ongoing,Meeting to discuss quarterly budget,None,"[265, 392, 323]"
412,Finance,Maintenance,-10.880303,138.383127,05-03-2024 00:33,05-03-2024 05:33,Printer,3,Training,Ongoing,Presentation preparation for stakeholders,None,[]
413,Agriculture,Training,-6.555788,52.596543,10-09-2024 15:41,10-09-2024 17:41,Scanner,2,Maintenance,Planned,Presentation preparation for stakeholders,Reschedule task 202,[202]
414,Education,Training,-8.337468,142.782303,23-10-2023 03:22,23-10-2023 07:22,Printer,2,Administrative,Ongoing,Training on new software,None,[]
415,Finance,Meeting,37.120808,48.266071,23-07-2024 12:56,23-07-2024 14:56,Scanner,7,Report,Planned,Training on new software,None,"[282, 195, 23]"
416,Finance,Presentation,66.834973,130.562092,14-10-2023 05:00,14-10-2023 08:00,Projector,3,Construction,Ongoing,Maintenance of office equipment,None,"[374, 394]"
417,Education,Training,-68.840284,-132.634429,20-04-2024 05:19,20-04-2024 09:19,Laptop,10,Administrative,Completed,Report generation for annual review,Merge with task 279,"[256, 279, 414]"
418,Agriculture,Training,15.995219,-8.743684,24-12-2023 15:48,24-12-2023 22:48,Printer,2,Report,Planned,Meeting to discuss quarterly budget,Merge with task 281,[281]
419,Agriculture,Training,-63.31389,55.179676,22-05-2024 02:03,22-05-2024 03:03,Projector,1,Report,Planned,Maintenance of office equipment,Merge with task 45,"[45, 26]"
420,Finance,Maintenance,19.996156,68.944903,18-08-2024 03:13,18-08-2024 06:13,Printer,10,Administrative,Completed,Meeting to discuss quarterly budget,None,"[166, 189]"
421,Agriculture,Report,61.795733,-156.626688,12-07-2024 10:55,12-07-2024 18:55,Projector,2,Administrative,Ongoing,Presentation preparation for stakeholders,Merge with task 269,"[269, 108, 357]"
422,Agriculture,Presentation,41.351134,46.432296,06-03-2024 04:12,06-03-2024 06:12,Printer,10,Administrative,Ongoing,Presentation preparation for stakeholders,Reallocate resources,"[133, 270]"
423,Finance,Maintenance,76.878966,41.144393,19-09-2023 07:34,19-09-2023 15:34,Scanner,8,Training,Completed,Presentation preparation for stakeholders,Merge with task 363,[363]
424,Education,Meeting,-85.682376,45.165867,09-09-2024 09:18,09-09-2024 11:18,Projector,10,Training,Ongoing,Meeting to discuss quarterly budget,None,"[180, 287]"
425,Health,Meeting,25.311296,68.406142,22-06-2024 06:37,22-06-2024 11:37,Laptop,5,Administrative,Planned,Presentation preparation for stakeholders,Merge with task 4,"[393, 4]"
426,Transport,Report,40.391396,41.757603,26-06-2024 14:31,26-06-2024 15:31,Projector,4,Administrative,Ongoing,Report generation for annual review,Merge with task 409,"[409, 19, 331]"
427,Agriculture,Presentation,71.267148,-13.510773,13-04-2024 06:13,13-04-2024 13:13,Laptop,9,Administrative,Planned,Maintenance of office equipment,None,[]
428,Health,Presentation,33.388794,107.83272,04-06-2024 17:48,04-06-2024 23:48,Laptop,3,Administrative,Completed,Maintenance of office equipment,Reallocate resources,"[321, 274, 85]"
429,Education,Training,17.134536,131.253729,20-07-2024 09:10,20-07-2024 14:10,Whiteboard,1,Administrative,Ongoing,Meeting to discuss quarterly budget,None,"[122, 191, 232]"
430,Education,Training,4.518076,-116.995412,06-11-2023 11:47,06-11-2023 17:47,Laptop,4,Construction,Ongoing,Presentation preparation for stakeholders,None,[]
431,Health,Presentation,-62.266,-57.558274,22-07-2024 23:23,23-07-2024 07:23,Scanner,5,Administrative,Completed,Meeting to discuss quarterly budget,None,[106]
432,Finance,Report,38.46193,8.044154,19-11-2023 10:04,19-11-2023 11:04,Whiteboard,1,Report,Completed,Maintenance of office equipment,None,"[24, 53, 267]"
433,Finance,Meeting,13.96077,-67.628557,05-10-2023 22:45,06-10-2023 02:45,Whiteboard,4,Maintenance,Ongoing,Maintenance of office equipment,Reallocate resources,"[396, 226]"
434,Finance,Training,-61.650717,-138.794258,04-07-2024 21:53,04-07-2024 23:53,Projector,9,Administrative,Planned,Maintenance of office equipment,None,"[73, 361]"
435,Transport,Training,-59.170504,-67.904079,26-05-2024 05:58,26-05-2024 11:58,Scanner,8,Construction,Completed,Meeting to discuss quarterly budget,Reschedule task 346,"[346, 26, 55]"
436,Transport,Report,-57.783061,34.603691,07-11-2023 07:54,07-11-2023 15:54,Scanner,6,Administrative,Ongoing,Training on new software,None,[]
437,Transport,Presentation,-66.27685,112.626366,14-06-2024 13:06,14-06-2024 21:06,Laptop,8,Administrative,Planned,Report generation for annual review,None,"[119, 115, 74]"
438,Finance,Maintenance,74.31509,-38.852309,29-10-2023 19:51,30-10-2023 01:51,Whiteboard,8,Training,Completed,Meeting to discuss quarterly budget,Reschedule task 58,"[58, 180, 246]"
439,Education,Maintenance,18.799242,-134.138159,03-02-2024 12:46,03-02-2024 14:46,Printer,2,Administrative,Planned,Meeting to discuss quarterly budget,Reschedule task 237,"[273, 237]"
440,Agriculture,Presentation,-46.135609,-122.752696,08-02-2024 11:45,08-02-2024 19:45,Printer,2,Administrative,Completed,Presentation preparation for stakeholders,None,"[402, 223, 291]"
441,Education,Training,-58.844618,61.057871,11-11-2023 03:25,11-11-2023 11:25,Laptop,10,Report,Ongoing,Maintenance of office equipment,None,[]
442,Transport,Training,-34.55357,-33.914269,01-11-2023 11:36,01-11-2023 13:36,Scanner,7,Administrative,Ongoing,Meeting to discuss quarterly budget,None,[]
443,Agriculture,Training,69.707077,145.172162,21-04-2024 12:54,21-04-2024 13:54,Projector,3,Training,Planned,Maintenance of office equipment,Merge with task 229,"[316, 296, 229]"
444,Agriculture,Maintenance,12.649753,148.753535,21-02-2024 07:30,21-02-2024 12:30,Printer,6,Construction,Planned,Meeting to discuss quarterly budget,Merge with task 66,"[434, 66, 437]"
445,Transport,Meeting,-89.848203,21.610893,13-12-2023 12:35,13-12-2023 18:35,Laptop,5,Construction,Completed,Report generation for annual review,Reschedule task 163,"[321, 163, 365]"
446,Finance,Presentation,-51.981107,-117.572362,17-11-2023 04:17,17-11-2023 07:17,Projector,9,Training,Ongoing,Report generation for annual review,None,[148]
447,Education,Training,-87.911505,53.420127,30-11-2023 04:43,30-11-2023 07:43,Printer,7,Maintenance,Completed,Training on new software,Reallocate resources,"[441, 234, 404]"
448,Agriculture,Presentation,-57.636472,3.389369,23-11-2023 23:19,24-11-2023 07:19,Printer,6,Maintenance,Completed,Report generation for annual review,None,[]
449,Finance,Report,62.4247,-94.770012,17-01-2024 09:24,17-01-2024 14:24,Printer,9,Report,Ongoing,Meeting to discuss quarterly budget,None,[]
450,Transport,Report,36.878858,-139.260827,24-08-2024 21:14,25-08-2024 05:14,Laptop,3,Report,Ongoing,Report generation for annual review,None,[]
451,Agriculture,Presentation,-74.079657,-9.917434,21-01-2024 15:26,21-01-2024 17:26,Scanner,10,Administrative,Planned,Meeting to discuss quarterly budget,Merge with task 399,"[274, 399]"
452,Transport,Report,13.313754,-60.654964,07-03-2024 12:43,07-03-2024 18:43,Whiteboard,5,Maintenance,Completed,Presentation preparation for stakeholders,Reallocate resources,"[373, 402]"
453,Health,Report,14.065396,26.229598,04-03-2024 13:11,04-03-2024 18:11,Scanner,1,Administrative,Ongoing,Meeting to discuss quarterly budget,Merge with task 259,[259]
454,Education,Training,20.843597,-80.921839,25-04-2024 05:32,25-04-2024 10:32,Laptop,2,Report,Completed,Presentation preparation for stakeholders,Reschedule task 338,[338]
455,Education,Training,-2.714668,107.773922,15-07-2024 11:36,15-07-2024 12:36,Whiteboard,2,Maintenance,Planned,Training on new software,Reschedule task 395,"[386, 212, 395]"
456,Agriculture,Training,-52.045785,84.37,03-02-2024 00:27,03-02-2024 06:27,Laptop,5,Construction,Completed,Training on new software,Reschedule task 155,"[205, 244, 155]"
457,Agriculture,Report,33.031793,-39.574625,09-03-2024 10:17,09-03-2024 15:17,Projector,9,Training,Completed,Maintenance of office equipment,None,"[196, 348, 162]"
458,Health,Meeting,75.188185,49.472694,12-08-2024 07:13,12-08-2024 14:13,Scanner,5,Administrative,Ongoing,Maintenance of office equipment,None,[]
459,Finance,Presentation,-19.592323,98.334366,30-06-2024 18:19,30-06-2024 22:19,Scanner,4,Report,Ongoing,Training on new software,Reallocate resources,"[281, 6]"
460,Education,Meeting,-15.975222,9.095135,01-01-2024 15:15,01-01-2024 23:15,Whiteboard,4,Administrative,Ongoing,Training on new software,None,[]
461,Education,Presentation,-73.450569,157.861968,10-07-2024 02:58,10-07-2024 06:58,Scanner,2,Construction,Completed,Presentation preparation for stakeholders,Reallocate resources,[193]
462,Transport,Training,71.280293,70.435308,04-02-2024 02:49,04-02-2024 07:49,Whiteboard,8,Construction,Planned,Report generation for annual review,Reallocate resources,"[394, 219]"
463,Agriculture,Maintenance,-60.846114,-153.361058,30-11-2023 06:33,30-11-2023 07:33,Printer,7,Administrative,Completed,Maintenance of office equipment,Merge with task 92,"[92, 226]"
464,Health,Report,-57.880409,-2.859374,31-01-2024 19:21,31-01-2024 22:21,Scanner,7,Maintenance,Planned,Meeting to discuss quarterly budget,Merge with task 367,"[367, 133, 53]"
465,Transport,Maintenance,49.90269,-173.244674,14-01-2024 11:27,14-01-2024 19:27,Projector,1,Construction,Planned,Report generation for annual review,Reschedule task 359,"[78, 359]"
466,Finance,Meeting,2.768941,158.367986,07-07-2024 20:29,08-07-2024 04:29,Printer,7,Training,Planned,Meeting to discuss quarterly budget,Reschedule task 2,[2]
467,Finance,Presentation,6.354734,176.976497,22-02-2024 00:41,22-02-2024 06:41,Whiteboard,7,Construction,Planned,Meeting to discuss quarterly budget,None,"[274, 437]"
468,Agriculture,Report,46.881555,-75.614879,31-10-2023 19:34,31-10-2023 23:34,Projector,9,Construction,Ongoing,Training on new software,None,"[357, 200]"
469,Health,Report,-74.724753,47.804857,24-05-2024 15:23,24-05-2024 19:23,Projector,1,Maintenance,Completed,Presentation preparation for stakeholders,Reschedule task 251,[251]
470,Finance,Presentation,83.691692,112.240111,10-08-2024 23:45,11-08-2024 00:45,Laptop,6,Construction,Ongoing,Meeting to discuss quarterly budget,Reallocate resources,"[61, 109, 414]"
471,Health,Report,79.216162,133.272011,30-11-2023 00:50,30-11-2023 03:50,Scanner,4,Construction,Completed,Training on new software,None,"[335, 10, 242]"
472,Agriculture,Meeting,-46.317141,53.563111,21-03-2024 08:05,21-03-2024 09:05,Projector,1,Administrative,Completed,Report generation for annual review,Reallocate resources,[428]
473,Transport,Meeting,-0.514171,107.70308,26-06-2024 22:33,27-06-2024 02:33,Laptop,4,Training,Ongoing,Report generation for annual review,Reallocate resources,"[62, 351]"
474,Education,Maintenance,60.556877,105.516601,17-05-2024 22:56,17-05-2024 23:56,Scanner,3,Administrative,Completed,Meeting to discuss quarterly budget,Reschedule task 388,"[73, 388]"
475,Agriculture,Training,-11.040982,153.243191,28-10-2023 12:24,28-10-2023 13:24,Projector,2,Report,Ongoing,Training on new software,None,[]
476,Finance,Meeting,-88.857076,-115.411372,14-12-2023 12:09,14-12-2023 14:09,Scanner,5,Training,Planned,Report generation for annual review,Merge with task 106,[106]
477,Transport,Report,-15.834362,157.71226,13-10-2023 01:32,13-10-2023 02:32,Scanner,3,Training,Planned,Meeting to discuss quarterly budget,Merge with task 179,"[179, 215]"
478,Finance,Meeting,87.588634,171.644933,15-05-2024 04:06,15-05-2024 10:06,Scanner,9,Maintenance,Ongoing,Training on new software,Merge with task 28,"[28, 100]"
479,Finance,Report,-58.261713,61.251349,30-09-2023 04:00,30-09-2023 05:00,Laptop,6,Administrative,Completed,Report generation for annual review,None,"[172, 316]"
480,Education,Meeting,-71.204202,-161.115631,14-08-2024 15:10,14-08-2024 18:10,Projector,1,Training,Planned,Meeting to discuss quarterly budget,None,[]
481,Education,Report,16.687199,-62.649967,15-11-2023 19:15,15-11-2023 23:15,Whiteboard,4,Construction,Ongoing,Training on new software,None,[]
482,Agriculture,Report,66.579535,-44.80834,02-07-2024 13:54,02-07-2024 17:54,Laptop,8,Report,Ongoing,Meeting to discuss quarterly budget,Reallocate resources,"[75, 111, 476]"
483,Transport,Report,-22.772685,-15.213531,08-09-2024 16:35,08-09-2024 20:35,Whiteboard,5,Maintenance,Ongoing,Training on new software,None,[]
484,Finance,Meeting,-39.491252,-140.000663,11-01-2024 15:36,11-01-2024 23:36,Printer,7,Maintenance,Ongoing,Training on new software,None,"[310, 81]"
485,Transport,Training,14.06186,18.99203,11-01-2024 09:46,11-01-2024 13:46,Laptop,7,Report,Ongoing,Training on new software,Merge with task 237,"[429, 237, 143]"
486,Education,Training,-31.086729,28.608131,12-05-2024 13:07,12-05-2024 16:07,Scanner,1,Training,Completed,Meeting to discuss quarterly budget,Merge with task 259,"[376, 394, 259]"
487,Agriculture,Report,55.748974,70.795262,31-10-2023 01:32,31-10-2023 03:32,Printer,8,Maintenance,Completed,Presentation preparation for stakeholders,None,[]
488,Finance,Training,-66.11184,-73.515446,24-02-2024 05:23,24-02-2024 07:23,Laptop,8,Administrative,Completed,Report generation for annual review,None,[]
489,Health,Report,48.930301,134.711654,10-01-2024 03:58,10-01-2024 10:58,Projector,6,Training,Planned,Meeting to discuss quarterly budget,None,[]
490,Education,Maintenance,5.565659,-73.227607,12-12-2023 11:42,12-12-2023 16:42,Scanner,9,Report,Completed,Meeting to discuss quarterly budget,Merge with task 478,"[377, 478]"
491,Education,Meeting,-21.068101,-12.472965,30-01-2024 11:00,30-01-2024 12:00,Whiteboard,6,Maintenance,Planned,Presentation preparation for stakeholders,None,[]
492,Health,Training,-65.086955,-59.425316,13-10-2023 21:03,13-10-2023 23:03,Printer,10,Maintenance,Planned,Training on new software,Merge with task 460,"[181, 460]"
493,Health,Meeting,-78.593548,-55.718431,24-06-2024 09:00,24-06-2024 17:00,Scanner,9,Construction,Ongoing,Presentation preparation for stakeholders,Reschedule task 232,"[232, 318]"
494,Health,Report,-74.284425,-39.354299,16-06-2024 13:27,16-06-2024 16:27,Whiteboard,2,Construction,Completed,Maintenance of office equipment,None,[]
495,Agriculture,Report,-62.910348,-106.467783,11-04-2024 08:28,11-04-2024 09:28,Whiteboard,7,Report,Completed,Report generation for annual review,None,"[216, 228]"
496,Finance,Maintenance,-55.969081,-172.066817,28-02-2024 08:55,28-02-2024 12:55,Scanner,6,Training,Planned,Maintenance of office equipment,Reallocate resources,"[249, 304]"
497,Finance,Presentation,-9.853865,-70.530358,01-02-2024 23:40,02-02-2024 02:40,Whiteboard,3,Administrative,Completed,Report generation for annual review,None,"[148, 395]"
498,Health,Maintenance,-38.811234,164.236988,01-05-2024 22:09,02-05-2024 01:09,Scanner,5,Maintenance,Completed,Training on new software,Merge with task 122,[122]
499,Finance,Training,-10.640045,-46.918028,24-11-2023 04:06,24-11-2023 08:06,Scanner,1,Administrative,Ongoing,Training on new software,None,"[230, 277]"
